"","Plot","tag","family","genus","specie","Genus.species","Overall_score","Taxonomic_status","Accepted_name","Accepted_author","Accepted_family","Source","Warnings","Accepted_name_lsid","GenusSTM","SpeciesSTM","indexSTM","d13C","d13C_level","d15N","d15N_level","Height","Height_level","LeafArea","LeafArea_level","LCC","LCC_level","LNC","LNC_level","LPC","LPC_level","SeedMass","SeedMass_level","SLA","SLA_level","WoodDensity","WoodDensity_level"
"5628","ACJ-01","576","MELASTOMATACEAE","Miconia","setulosa","",1,"Accepted","Miconia setulosa","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","setulosa",576,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"1384","ACJ-01","577","CLETHRACEAE","Clethra","sp1","",0.9,"Accepted","Clethra","L.","Clethraceae","tropicos",NA,NA,"Clethra","",577,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"species",0.46846782175,"genus",0.89,"species",0.0876835086666667,"genus",0.00014,"species",17.55693642,"species",0.530333333333333,"genus"
"1497","ACJ-01","578","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",578,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"2933","ACJ-01","579","CUNONIACEAE","Weinmannia","fagaroides","",1,"Accepted","Weinmannia fagaroides","Kunth","Cunoniaceae","tropicos",NA,NA,"Weinmannia","fagaroides",579,NA,"family",NA,"family",33.93,"family",NA,"family",0.479095,"species",1.74166666666667,"species",0.100095166666667,"species",0.00015,"genus",9.56811116666667,"species",0.637438600785714,"genus"
"1498","ACJ-01","580","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",580,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"1499","ACJ-01","581","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",581,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"5200","ACJ-01","582","MELASTOMATACEAE","Miconia","sp3","",0.9,"Accepted","Miconia","Ruiz & Pav.","Melastomataceae","tropicos",NA,NA,"Miconia","",582,-32.79675194,"species",-0.5839269255,"species",0.45,"family",14288.5833333333,"species",0.41767485375,"species",2.159276599,"species",0.086818089,"species",0.000349666666666667,"genus",20.7261289813333,"species",0.622767924307692,"genus"
"5629","ACJ-01","583","MELASTOMATACEAE","Miconia","setulosa","",1,"Accepted","Miconia setulosa","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","setulosa",583,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"5630","ACJ-01","584","MELASTOMATACEAE","Miconia","setulosa","",1,"Accepted","Miconia setulosa","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","setulosa",584,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"5631","ACJ-01","585","MELASTOMATACEAE","Miconia","setulosa","",1,"Accepted","Miconia setulosa","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","setulosa",585,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"1500","ACJ-01","586","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",586,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"1501","ACJ-01","587","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",587,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"5632","ACJ-01","588","MELASTOMATACEAE","Miconia","setulosa","",1,"Accepted","Miconia setulosa","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","setulosa",588,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"1502","ACJ-01","589","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",589,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"7662","ACJ-01","590","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",590,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"1503","ACJ-01","591","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",591,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"1504","ACJ-01","592","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",592,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"1505","ACJ-01","593","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",593,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"2934","ACJ-01","594","CUNONIACEAE","Weinmannia","fagaroides","",1,"Accepted","Weinmannia fagaroides","Kunth","Cunoniaceae","tropicos",NA,NA,"Weinmannia","fagaroides",594,NA,"family",NA,"family",33.93,"family",NA,"family",0.479095,"species",1.74166666666667,"species",0.100095166666667,"species",0.00015,"genus",9.56811116666667,"species",0.637438600785714,"genus"
"2935","ACJ-01","595","CUNONIACEAE","Weinmannia","fagaroides","",1,"Accepted","Weinmannia fagaroides","Kunth","Cunoniaceae","tropicos",NA,NA,"Weinmannia","fagaroides",595,NA,"family",NA,"family",33.93,"family",NA,"family",0.479095,"species",1.74166666666667,"species",0.100095166666667,"species",0.00015,"genus",9.56811116666667,"species",0.637438600785714,"genus"
"7663","ACJ-01","596","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",596,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"7551","ACJ-01","597","SYMPLOCACEAE","Symplocos","baehnii","",1,"Accepted","Symplocos baehnii","J.F. Macbr.","Symplocaceae","tropicos",NA,NA,"Symplocos","baehnii",597,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"5633","ACJ-01","598","MELASTOMATACEAE","Miconia","setulosa","",1,"Accepted","Miconia setulosa","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","setulosa",598,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"5634","ACJ-01","599","MELASTOMATACEAE","Miconia","setulosa","",1,"Accepted","Miconia setulosa","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","setulosa",599,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"1506","ACJ-01","600","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",600,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"1507","ACJ-01","601","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",601,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"5635","ACJ-01","602","MELASTOMATACEAE","Miconia","setulosa","",1,"Accepted","Miconia setulosa","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","setulosa",602,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"5636","ACJ-01","603","MELASTOMATACEAE","Miconia","setulosa","",1,"Accepted","Miconia setulosa","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","setulosa",603,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"5637","ACJ-01","604","MELASTOMATACEAE","Miconia","setulosa","",1,"Accepted","Miconia setulosa","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","setulosa",604,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"7664","ACJ-01","605","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",605,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"7665","ACJ-01","606","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",606,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"4953","ACJ-01","607","LAURACEAE","Persea","ruizii","",1,"Accepted","Persea ruizii","J.F. Macbr.","Lauraceae","tropicos",NA,NA,"Persea","ruizii",607,-30.619143181,"family",0.000324626624999987,"family",17.2212,"genus",3025.39130434783,"genus",0.484168118875,"genus",1.740051679,"genus",0.080409125,"genus",3.30691,"genus",9.85140179870588,"genus",0.534134592592593,"genus"
"2936","ACJ-01","608","CUNONIACEAE","Weinmannia","fagaroides","",1,"Accepted","Weinmannia fagaroides","Kunth","Cunoniaceae","tropicos",NA,NA,"Weinmannia","fagaroides",608,NA,"family",NA,"family",33.93,"family",NA,"family",0.479095,"species",1.74166666666667,"species",0.100095166666667,"species",0.00015,"genus",9.56811116666667,"species",0.637438600785714,"genus"
"2937","ACJ-01","609","CUNONIACEAE","Weinmannia","fagaroides","",1,"Accepted","Weinmannia fagaroides","Kunth","Cunoniaceae","tropicos",NA,NA,"Weinmannia","fagaroides",609,NA,"family",NA,"family",33.93,"family",NA,"family",0.479095,"species",1.74166666666667,"species",0.100095166666667,"species",0.00015,"genus",9.56811116666667,"species",0.637438600785714,"genus"
"5201","ACJ-01","610","MELASTOMATACEAE","Miconia","sp3","",0.9,"Accepted","Miconia","Ruiz & Pav.","Melastomataceae","tropicos",NA,NA,"Miconia","",610,-32.79675194,"species",-0.5839269255,"species",0.45,"family",14288.5833333333,"species",0.41767485375,"species",2.159276599,"species",0.086818089,"species",0.000349666666666667,"genus",20.7261289813333,"species",0.622767924307692,"genus"
"5202","ACJ-01","611","MELASTOMATACEAE","Miconia","sp3","",0.9,"Accepted","Miconia","Ruiz & Pav.","Melastomataceae","tropicos",NA,NA,"Miconia","",611,-32.79675194,"species",-0.5839269255,"species",0.45,"family",14288.5833333333,"species",0.41767485375,"species",2.159276599,"species",0.086818089,"species",0.000349666666666667,"genus",20.7261289813333,"species",0.622767924307692,"genus"
"1508","ACJ-01","612","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",612,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"7666","ACJ-01","613","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",613,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"7667","ACJ-01","614","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",614,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"6747","ACJ-01","615","ROSACEAE","Prunus","cf. huantensis","",1,"Accepted","Prunus huantensis","Pilg.","Rosaceae","tropicos",NA,NA,"Prunus","huantensis",615,-27.542558014359,"family",0.0524379340526316,"family",11.6770518518519,"genus",2653.92466491525,"genus",0.474222993833333,"genus",2.61247116106452,"genus",0.206501174692308,"genus",0.501005166666667,"genus",13.69390949985,"genus",0.576794851851852,"genus"
"1174","ACJ-01","616","CHLORANTHACEAE","Hedyosmum","sp1","",0.9,"Accepted","Hedyosmum","Sw.","Chloranthaceae","tropicos",NA,NA,"Hedyosmum","",616,-30.84534397,"genus",0.9789191285,"genus",NA,"family",NA,"family",0.438745464666667,"genus",1.90624399171429,"genus",0.0990641593333333,"genus",0.0011345,"genus",13.4018118716667,"genus",0.45,"genus"
"5203","ACJ-01","617","MELASTOMATACEAE","Miconia","sp3","",0.9,"Accepted","Miconia","Ruiz & Pav.","Melastomataceae","tropicos",NA,NA,"Miconia","",617,-32.79675194,"species",-0.5839269255,"species",0.45,"family",14288.5833333333,"species",0.41767485375,"species",2.159276599,"species",0.086818089,"species",0.000349666666666667,"genus",20.7261289813333,"species",0.622767924307692,"genus"
"1509","ACJ-01","618","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",618,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"844","ACJ-01","619","ASTERACEAE","Pentacalia","sp1","",0.9,"Accepted","Pentacalia","Cass.","Asteraceae","tropicos;gcc",NA,NA,"Pentacalia","",619,-27.5687567996386,"family",2.01123920346753,"family",0.703054471544715,"family",3697.40700076931,"family",0.44188,"genus",2.057,"genus",0.130271,"genus",0.00817598463060686,"family",19.63219316,"genus",0.653280832468085,"family"
"7668","ACJ-01","620","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",620,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"7669","ACJ-01","621","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",621,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"5427","ACJ-01","622","MELASTOMATACEAE","Miconia","alpina","",1,"Accepted","Miconia alpina","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","alpina",622,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"5204","ACJ-01","623","MELASTOMATACEAE","Miconia","sp2","",0.9,"Accepted","Miconia","Ruiz & Pav.","Melastomataceae","tropicos",NA,NA,"Miconia","",623,-32.79675194,"species",-0.5839269255,"species",0.45,"family",14288.5833333333,"species",0.41767485375,"species",2.159276599,"species",0.086818089,"species",0.000349666666666667,"genus",20.7261289813333,"species",0.622767924307692,"genus"
"5205","ACJ-01","624","MELASTOMATACEAE","Miconia","sp2","",0.9,"Accepted","Miconia","Ruiz & Pav.","Melastomataceae","tropicos",NA,NA,"Miconia","",624,-32.79675194,"species",-0.5839269255,"species",0.45,"family",14288.5833333333,"species",0.41767485375,"species",2.159276599,"species",0.086818089,"species",0.000349666666666667,"genus",20.7261289813333,"species",0.622767924307692,"genus"
"7670","ACJ-01","625","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",625,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"7671","ACJ-01","626","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",626,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"1175","ACJ-01","627","CHLORANTHACEAE","Hedyosmum","sp1","",0.9,"Accepted","Hedyosmum","Sw.","Chloranthaceae","tropicos",NA,NA,"Hedyosmum","",627,-30.84534397,"genus",0.9789191285,"genus",NA,"family",NA,"family",0.438745464666667,"genus",1.90624399171429,"genus",0.0990641593333333,"genus",0.0011345,"genus",13.4018118716667,"genus",0.45,"genus"
"7672","ACJ-01","628","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",628,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"7673","ACJ-01","629","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",629,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"5428","ACJ-01","630","MELASTOMATACEAE","Miconia","alpina","",1,"Accepted","Miconia alpina","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","alpina",630,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"2938","ACJ-01","631","CUNONIACEAE","Weinmannia","fagaroides","",1,"Accepted","Weinmannia fagaroides","Kunth","Cunoniaceae","tropicos",NA,NA,"Weinmannia","fagaroides",631,NA,"family",NA,"family",33.93,"family",NA,"family",0.479095,"species",1.74166666666667,"species",0.100095166666667,"species",0.00015,"genus",9.56811116666667,"species",0.637438600785714,"genus"
"1510","ACJ-01","632","CLETHRACEAE","Clethra","cuneata","",1,"Accepted","Clethra cuneata","Rusby","Clethraceae","tropicos",NA,NA,"Clethra","cuneata",632,-34.388240965,"genus",0.6989742185,"genus",9.4488,"genus",866.666666666667,"genus",0.46846782175,"genus",1.759375295,"genus",0.0876835086666667,"genus",0.00012,"genus",15.5324366008333,"genus",0.530333333333333,"genus"
"7674","ACJ-01","633","SYMPLOCACEAE","Symplocos","quitensis","",1,"Accepted","Symplocos quitensis","Brand","Symplocaceae","tropicos",NA,NA,"Symplocos","quitensis",633,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"7552","ACJ-01","634","SYMPLOCACEAE","Symplocos","baehnii","",1,"Accepted","Symplocos baehnii","J.F. Macbr.","Symplocaceae","tropicos",NA,NA,"Symplocos","baehnii",634,NA,"family",NA,"family",21.7417333333333,"genus",3455,"genus",0.449943644,"genus",3.66377243157143,"genus",0.291398428571429,"genus",0.0888111111111111,"genus",12.8893431728,"genus",0.530862727272727,"genus"
"1176","ACJ-01","635","CHLORANTHACEAE","Hedyosmum","sp1","",0.9,"Accepted","Hedyosmum","Sw.","Chloranthaceae","tropicos",NA,NA,"Hedyosmum","",635,-30.84534397,"genus",0.9789191285,"genus",NA,"family",NA,"family",0.438745464666667,"genus",1.90624399171429,"genus",0.0990641593333333,"genus",0.0011345,"genus",13.4018118716667,"genus",0.45,"genus"
"1177","ACJ-01","636","CHLORANTHACEAE","Hedyosmum","sp1","",0.9,"Accepted","Hedyosmum","Sw.","Chloranthaceae","tropicos",NA,NA,"Hedyosmum","",636,-30.84534397,"genus",0.9789191285,"genus",NA,"family",NA,"family",0.438745464666667,"genus",1.90624399171429,"genus",0.0990641593333333,"genus",0.0011345,"genus",13.4018118716667,"genus",0.45,"genus"
"1178","ACJ-01","637","CHLORANTHACEAE","Hedyosmum","sp1","",0.9,"Accepted","Hedyosmum","Sw.","Chloranthaceae","tropicos",NA,NA,"Hedyosmum","",637,-30.84534397,"genus",0.9789191285,"genus",NA,"family",NA,"family",0.438745464666667,"genus",1.90624399171429,"genus",0.0990641593333333,"genus",0.0011345,"genus",13.4018118716667,"genus",0.45,"genus"
"1179","ACJ-01","638","CHLORANTHACEAE","Hedyosmum","sp1","",0.9,"Accepted","Hedyosmum","Sw.","Chloranthaceae","tropicos",NA,NA,"Hedyosmum","",638,-30.84534397,"genus",0.9789191285,"genus",NA,"family",NA,"family",0.438745464666667,"genus",1.90624399171429,"genus",0.0990641593333333,"genus",0.0011345,"genus",13.4018118716667,"genus",0.45,"genus"
"5206","ACJ-01","639","MELASTOMATACEAE","Miconia","sp3","",0.9,"Accepted","Miconia","Ruiz & Pav.","Melastomataceae","tropicos",NA,NA,"Miconia","",639,-32.79675194,"species",-0.5839269255,"species",0.45,"family",14288.5833333333,"species",0.41767485375,"species",2.159276599,"species",0.086818089,"species",0.000349666666666667,"genus",20.7261289813333,"species",0.622767924307692,"genus"
"5429","ACJ-01","640","MELASTOMATACEAE","Miconia","alpina","",1,"Accepted","Miconia alpina","Cogn.","Melastomataceae","tropicos",NA,NA,"Miconia","alpina",640,-32.613160735,"genus",0.355316680125,"genus",0.45,"family",14692.5,"genus",0.424105524192308,"genus",2.197135768,"genus",0.0902265760357143,"genus",0.000349666666666667,"genus",19.728634815,"genus",0.622767924307692,"genus"
"7472","ACJ-01","641","SOLANACEAE","Sessea","dependens","",1,"Accepted","Sessea dependens","Ruiz & Pav.","Solanaceae","tropicos",NA,NA,"Sessea","dependens",641,-32.8352407066667,"family",1.963949284,"family",2.01079487179487,"family",8925.20405405405,"family",0.457800771071429,"family",9.37602405319512,"family",0.888221277958333,"family",0.0883282881355932,"family",29.2274543323684,"family",0.503446333333333,"family"
"7473","ACJ-01","642","SOLANACEAE","Sessea","dependens","",1,"Accepted","Sessea dependens","Ruiz & Pav.","Solanaceae","tropicos",NA,NA,"Sessea","dependens",642,-32.8352407066667,"family",1.963949284,"family",2.01079487179487,"family",8925.20405405405,"family",0.457800771071429,"family",9.37602405319512,"family",0.888221277958333,"family",0.0883282881355932,"family",29.2274543323684,"family",0.503446333333333,"family"
"7474","ACJ-01","643","SOLANACEAE","Sessea","dependens","",1,"Accepted","Sessea dependens","Ruiz & Pav.","Solanaceae","tropicos",NA,NA,"Sessea","dependens",643,-32.8352407066667,"family",1.963949284,"family",2.01079487179487,"family",8925.20405405405,"family",0.457800771071429,"family",9.37602405319512,"family",0.888221277958333,"family",0.0883282881355932,"family",29.2274543323684,"family",0.503446333333333,"family"
"1180","ACJ-01","644","CHLORANTHACEAE","Hedyosmum","sp1","",0.9,"Accepted","Hedyosmum","Sw.","Chloranthaceae","tropicos",NA,NA,"Hedyosmum","",644,-30.84534397,"genus",0.9789191285,"genus",NA,"family",NA,"family",0.438745464666667,"genus",1.90624399171429,"genus",0.0990641593333333,"genus",0.0011345,"genus",13.4018118716667,"genus",0.45,"genus"
"1181","ACJ-01","645","CHLORANTHACEAE","Hedyosmum","sp1","",0.9,"Accepted","Hedyosmum","Sw.","Chloranthaceae","tropicos",NA,NA,"Hedyosmum","",645,-30.84534397,"genus",0.9789191285,"genus",NA,"family",NA,"family",0.438745464666667,"genus",1.90624399171429,"genus",0.0990641593333333,"genus",0.0011345,"genus",13.4018118716667,"genus",0.45,"genus"
